distance_km,speed_kmhr,object_detected
3.7516557872851513,11.479652509351688,1
9.507635921035062,23.966533158242534,0
7.322619478695937,35.553104255674285,1
5.990598257128395,30.62787102433464,0
1.5686262180199408,33.22964017515074,1
1.5683852581586646,28.057417834875107,1
0.5902552855603126,29.229679758124835,1
8.663099696291603,34.72184780478618,1
6.015138967314656,13.738380310071507,0
7.0836450521824945,22.129873727509917,0
0.21563909801506645,12.742330463686077,1
9.699399423098324,39.568380279882646,0
8.326101981596214,38.04207688903146,1
2.1312677156759787,6.379938397897707,1
1.8264314223989353,29.695131038049098,1
1.8422110534358038,37.3836911095483,1
3.0493800071657815,11.320137079456673,1
5.252316752006056,24.878083069342033,1
4.325130736234736,37.04209041558146,1
2.9193791105784386,6.18810925050296,1
6.122410418276571,29.409709353639396,1
1.403543667913898,15.407215258039276,1
2.9285250388668294,37.35386683817856,1
3.66995481450398,38.987038580787875,1
4.566139142328189,38.04932711897019,1
7.853907854316206,21.597497583011233,0
2.004741083762014,35.17149278462597,1
5.1472020397519795,34.559228948727466,1
5.928221542931804,16.168516563513947,0
0.4740396230727773,34.01204159527371,1
6.079373070495369,6.295267215042242,0
1.7135359956360423,25.869445746871857,1
0.6598654139229424,13.050309305069607,1
9.4893665171608,9.219841002204758,1
9.656664010414849,7.693362057022321,0
8.085889507683447,29.370107155734893,0
3.053091554041973,16.895623731882317,1
0.9857444189237748,30.36683700350665,1
6.845487934856448,7.287471927962983,0
4.407123412458617,16.03516182407136,1
1.2291619660993405,23.8821952331368,1
4.956817332011589,32.67531076936372,1
0.35354132594103177,16.156337602622447,1
9.094110816767033,26.90619817529532,0
2.5952120161841687,36.00922118826655,1
6.62859762069628,26.55521158638066,1
3.1239936501332153,13.153581616377181,1
5.20547953156633,5.854027354478831,1
5.4716356906393635,35.45346058653254,0
1.8566960107000152,5.74442937976355,1
9.69615043136794,35.614558543946984,0
7.7535769053775345,23.51279969095242,0
9.39559442622625,37.86736944795137,0
8.949325230772212,32.95741325207829,1
5.98302078832274,39.927693868666815,1
9.219523607880937,17.274913540809855,0
0.8940400954986758,31.85159011258944,1
1.9678687955672607,19.067581976323474,1
0.4618206162162753,21.79564671063681,1
3.2600500043250107,26.96269121264295,1
3.892886123997925,35.57869899652186,1
2.72077682742122,39.44292142197533,1
8.289087716427774,31.889569485258136,1
3.573965733668957,19.621837375856682,1
2.8165357517769336,19.747495079697458,1
5.431533870750902,30.815380555611203,1
1.4178330074978789,13.357200101890582,1
8.023947837732857,8.866593959598813,0
0.7547609303609105,17.41177551742718,1
9.869000496639167,15.053364707892861,0
7.724725245273608,15.370784215959652,1
1.9951696585263823,13.176271286746848,1
0.06516595006478797,6.473261637272666,1
8.156459670263793,5.625587715669483,1
7.071504865037695,39.570283640761104,1
7.292781608729463,19.97205968075518,1
7.714990763392598,18.451432650588856,0
0.7497060708235628,28.787654894257443,1
3.591072628157283,12.638886075277245,1
1.167531904656046,38.248641438257884,1
8.63240322449718,32.52207550454432,0
6.236748287007304,8.129385080929083,0
3.315671268277965,19.615327152472492,1
0.6449479193573762,35.76914076467577,1
3.1167133939394653,38.06562078019936,1
3.2585813870472027,21.359052893745442,1
7.29876572159726,26.46939862237477,0
6.379199138838579,10.846188113222633,0
8.873255298337503,39.69090191479418,1
4.727427102367874,13.10850954842052,1
1.204746516923634,37.995612094729395,1
7.13531542435772,27.737632714732896,1
7.6102426356828055,26.27078782076007,0
5.617159203719267,22.9440978855778,0
7.711962127746064,13.073443410121554,0
4.943018007680263,11.178481120192789,1
5.23210096552612,12.717017317456136,0
4.28113477340191,11.52533917504891,1
0.2639370761735109,32.28545657483637,1
1.0878353556631115,17.254384070835552,1
0.3239775650104752,7.024493679718873,1
6.367740008525166,38.918592054928396,0
3.150416250952503,35.9325059737199,1
5.09062120473538,37.471329911832456,0
9.076589074521669,39.82177379262524,1
2.5004293691972603,11.086333722682056,1
4.1097254011259405,18.868470661593058,1
7.5579558740450565,31.538346649643195,1
2.295693673261308,29.36072163188273,1
0.779029299189642,10.386356721894927,1
2.9046170146085424,33.55415937467163,1
1.6206006596675042,12.855420014283123,1
9.297679546902305,12.833616518791807,0
8.083122591848525,23.794104801269476,1
6.33770352753913,25.75289771945961,0
8.7158912959753,25.30301727432339,0
8.038684048222153,8.202039308921421,0
1.8738348882714981,35.71113019206331,1
8.926664394914878,14.296001490604713,0
5.3980289967373505,9.533022244898145,1
8.076327150088984,36.1061827954142,1
8.961952086235698,38.44780243804137,0
3.18685471496892,35.17446660429077,1
1.109418726031491,33.333062615370736,1
2.287072273793997,27.93346932236576,1
4.276806808376301,24.280007971319876,1
8.181967511565706,8.044536596899356,0
8.60869852673087,19.295862457474456,0
0.07945178400659512,18.04409809543099,1
5.112365552749882,14.091382431611418,0
4.179935921456302,30.319703979100474,1
2.228857026602595,22.355650727756977,1
1.2074550196634912,7.836617556767678,1
3.382775562322243,12.706412068243397,1
9.429667942086066,28.914056728085857,1
3.238797290887345,7.664580082160507,1
5.192718311216227,34.7922419917069,0
7.033159399362827,22.330128445489102,1
3.642659727769147,21.82053020643268,1
9.718103006382398,25.734272463083116,1
9.62484847647169,33.86383380738022,1
2.5253051352953877,17.173322276576755,1
4.977512573864931,28.730565339567224,1
3.0157743150695286,24.800618739852688,1
2.855556538830901,14.345989455929747,1
0.37850060407178265,35.752049522430525,1
6.09954769645917,32.90991075624248,0
5.031763442056326,28.045814213044892,0
0.5242727249873936,34.77036051829847,1
2.793678177723748,35.35529703359308,1
9.08357620080687,29.792704185026217,0
2.4032232877630544,34.29546649272852,1
1.4574997721913188,29.411501158424926,1
4.899633075172854,28.804927011610513,1
9.8566480365649,26.65139823753145,0
2.428132162399889,31.345082384517443,1
6.724634118584727,10.551178685257579,0
7.618579957133889,35.83047657196249,0
2.3839990644840725,35.51452347108312,1
7.284881322632477,6.02365490620957,1
3.6841534958653397,33.90358626976669,1
6.326735247629859,9.510445361570582,0
6.338961810501338,16.729159899069966,0
5.362389093906837,31.02278897020627,1
0.911994802843539,10.626596361690787,1
8.354671930936487,33.628845844167174,1
3.2145928490676408,34.12469622852097,1
1.8733199188945437,22.761370681629266,1
0.41734366413209156,5.223505510089176,1
5.913020502450536,15.046334661121946,0
6.778867974804402,26.592442143150976,0
0.17571241098928297,39.34151623095982,1
5.125809652409817,27.11347344558339,0
2.2726927942274,14.093125337245592,1
6.455276176190404,27.1901996084864,0
1.7519206257598645,23.89948829005494,1
6.912468003643634,32.294588830290024,0
3.8734861095423687,8.744322358943544,1
9.367932587479977,31.63597658757098,0
1.3838342320184727,23.94433025366386,1
3.417252846992082,38.70472013506481,1
